Strategy,BBOX,100_points_worldwide,100k_points_worldwide,10_points_worldwide,10k_points_worldwide,1k_points_worldwide,1m_points_worldwide
CachedGriddedAndBoundMappablePoint,"[-180, -90, 180, 90]",0.004527,0.38012799999999997,0.0017339999999999999,0.04557,0.012539999999999999,3.882393
CachedGriddedAndBoundMappablePoint,"[113, -43, 153, -10]",0.00145,0.021495999999999998,0.001713,0.007968,0.0021739999999999997,5.134436
CachedGriddedAndBoundMappablePoint,"[137.834, -10.7, 153.513336, -28.17]",0.001351,0.012518999999999999,0.001352,0.003077,0.0016389999999999998,0.049213
GriddedMappablePoint,"[-180, -90, 180, 90]",0.005855,2.9034050000000002,0.001939,0.45415999999999995,0.04248,11.396763
GriddedMappablePoint,"[113, -43, 153, -10]",0.005431,2.869669,0.0019529999999999999,0.42316899999999996,0.042638999999999996,11.229696
GriddedMappablePoint,"[137.834, -10.7, 153.513336, -28.17]",0.0054589999999999994,2.917357,0.001952,0.42639499999999997,0.040581,11.202428
BoundMappablePoint,"[-180, -90, 180, 90]",0.005037,4.233066,0.0020109999999999998,0.397196,0.032536999999999996,45.807782
BoundMappablePoint,"[113, -43, 153, -10]",0.0017009999999999998,0.06687699999999999,0.001558,0.008612,0.002329,0.776883
BoundMappablePoint,"[137.834, -10.7, 153.513336, -28.17]",0.001826,0.016319999999999998,0.0015689999999999999,0.002888,0.0018009999999999999,0.13907
MappablePoint,"[-180, -90, 180, 90]",0.004517,4.18525,0.001906,0.39508499999999996,0.032085999999999996,45.53607
MappablePoint,"[113, -43, 153, -10]",0.004693,4.148434,0.00154,0.370424,0.055299999999999995,44.81858
MappablePoint,"[137.834, -10.7, 153.513336, -28.17]",0.00432,4.116792,0.001578,0.378961,0.031291,45.614951
GriddedAndBoundMappablePoint,"[-180, -90, 180, 90]",0.005004,0.75327,0.002254,0.06944399999999999,0.010066,8.723073
GriddedAndBoundMappablePoint,"[113, -43, 153, -10]",0.001973,0.016366,0.002043,0.0065639999999999995,0.002696,0.267644
GriddedAndBoundMappablePoint,"[137.834, -10.7, 153.513336, -28.17]",0.0018269999999999998,0.009186999999999999,0.0018369999999999999,0.0037909999999999997,0.0020989999999999997,0.029741
