Strategy,BBOX,100_points_australia,100k_points_australia,10_points_australia,10k_points_australia,1k_points_australia,1m_points_australia
CachedGriddedAndBoundMappablePoint,"[-180, -90, 180, 90]",0.00198,0.230242,0.001578,0.026406,0.004248,2.237896
CachedGriddedAndBoundMappablePoint,"[113, -43, 153, -10]",0.003973,0.21720499999999998,0.001702,0.037389,0.013092999999999999,2.5389999999999997
CachedGriddedAndBoundMappablePoint,"[137.834, -10.7, 153.513336, -28.17]",0.002144,0.048334999999999996,0.00148,0.241999,0.006085999999999999,0.013488
CachedGriddedAndBoundMappablePoint,"[151.766402, -28.141693, 153.831832, -26.855379]",0.0017259999999999999,0.0046359999999999995,0.001352,0.0019379999999999998,0.001521,0.018595999999999998
CachedGriddedAndBoundMappablePoint,"[152.557418, -27.738907, 153.266036, -27.271171]",0.0013469999999999999,0.001982,0.001348,0.001402,0.001487,0.006843999999999999
CachedGriddedAndBoundMappablePoint,"[152.913787, -27.679941, 153.077209, -27.586867]",0.001346,0.00153,0.00134,0.001408,0.0013909999999999999,0.002441
CachedGriddedAndBoundMappablePoint,"[153.051803, -27.611664, 153.078582, -27.595387]",0.001325,0.0013679999999999999,0.001341,0.001338,0.0013729999999999999,0.001609
CachedGriddedAndBoundMappablePoint,"[153.077359, -27.597061, 153.080556, -27.596623]",0.001356,0.001377,0.001362,0.0015899999999999998,0.001687,0.001617
GriddedMappablePoint,"[-180, -90, 180, 90]",0.002082,0.632026,0.001748,0.054221,0.0048119999999999994,7.922387
GriddedMappablePoint,"[113, -43, 153, -10]",0.0042899999999999995,0.667724,0.002012,0.061028,0.009143,7.946007
GriddedMappablePoint,"[137.834, -10.7, 153.513336, -28.17]",0.005124,0.774679,0.0019459999999999998,0.07645099999999999,0.02052,7.850212
GriddedMappablePoint,"[151.766402, -28.141693, 153.831832, -26.855379]",0.005582999999999999,2.431042,0.0019429999999999998,0.390258,0.040545,13.14265
GriddedMappablePoint,"[152.557418, -27.738907, 153.266036, -27.271171]",0.00596,4.546385,0.001976,0.420637,0.041027,24.310247
GriddedMappablePoint,"[152.913787, -27.679941, 153.077209, -27.586867]",0.005519,4.988304,0.0019399999999999999,0.430148,0.041275,50.417478
