Strategy,BBOX,100_points_worldwide,100k_points_worldwide,10_points_worldwide,10k_points_worldwide,1k_points_worldwide,1m_points_worldwide
CachedGriddedAndBoundMappablePoint,"[-180, -90, 180, 90]",0.002646,0.294556,0.001487,0.040257,0.007973,15.7939
CachedGriddedAndBoundMappablePoint,"[113, -43, 153, -10]",0.00137,0.542312,0.0013009999999999999,0.004745,0.0017289999999999999,0.015931
CachedGriddedAndBoundMappablePoint,"[137.834, -10.7, 153.513336, -28.17]",0.001333,0.008335,0.001323,0.002332,0.0014659999999999999,0.04634
CachedGriddedAndBoundMappablePoint,"[151.766402, -28.141693, 153.831832, -26.855379]",0.0013239999999999999,0.001901,0.002143,0.001444,0.0013419999999999999,0.003616
CachedGriddedAndBoundMappablePoint,"[152.557418, -27.738907, 153.266036, -27.271171]",0.00131,0.001668,0.0013109999999999999,0.0014349999999999999,0.00134,0.002188
CachedGriddedAndBoundMappablePoint,"[152.913787, -27.679941, 153.077209, -27.586867]",0.0013139999999999998,0.0014609999999999998,0.001321,0.001398,0.001671,0.001681
CachedGriddedAndBoundMappablePoint,"[153.051803, -27.611664, 153.078582, -27.595387]",0.0013239999999999999,0.001393,0.001305,0.001401,0.001389,0.001578
CachedGriddedAndBoundMappablePoint,"[153.077359, -27.597061, 153.080556, -27.596623]",0.001333,0.001898,0.001307,0.001388,0.001336,0.001558
GriddedMappablePoint,"[-180, -90, 180, 90]",0.002934,0.674312,0.002007,0.061585999999999995,0.00669,8.114266
GriddedMappablePoint,"[113, -43, 153, -10]",0.003707,0.7836299999999999,0.001756,0.18528799999999998,0.02231,7.976378
GriddedMappablePoint,"[137.834, -10.7, 153.513336, -28.17]",0.0036929999999999997,1.158043,0.001727,0.21784599999999998,0.023892,8.521748
GriddedMappablePoint,"[151.766402, -28.141693, 153.831832, -26.855379]",0.003715,2.733944,0.0017159999999999999,0.25356999999999996,0.04476,26.585742
GriddedMappablePoint,"[152.557418, -27.738907, 153.266036, -27.271171]",0.0037159999999999997,2.844984,0.001735,0.253814,0.024225999999999998,29.69211
GriddedMappablePoint,"[152.913787, -27.679941, 153.077209, -27.586867]",0.003714,2.856973,0.0017389999999999999,0.25499,0.024325,30.653457
