DEBUG,layers,"['1m_points_brisbane', '100k_points_brisbane', '10k_points_brisbane', '1k_points_brisbane', '100_points_brisbane', '10_points_brisbane']"
pre_process,MappablePoint,1m_points_brisbane,1.4999999999999999e-05,{},{}
database_delta_info,MappablePoint,1m_points_brisbane,141628536,141628536,0
get_points_as_geojson,MappablePoint,1m_points_brisbane,999999,31.162234,"{'bbox': [-180, -90, 180, 90]}",{}
get_points_as_wkt,MappablePoint,1m_points_brisbane,999999,22.322986,"{'bbox': [-180, -90, 180, 90]}",{}
get_points_as_geojson_str,MappablePoint,1m_points_brisbane,140777312,44.798985,"{'bbox': [-180, -90, 180, 90]}",{}
get_points_as_wkt_str,MappablePoint,1m_points_brisbane,41777387,23.173863,"{'bbox': [-180, -90, 180, 90]}",{}
get_points_as_geojson,MappablePoint,1m_points_brisbane,999999,23.527907,"{'bbox': [113, -43, 153, -10]}",{}
get_points_as_wkt,MappablePoint,1m_points_brisbane,999999,22.353096999999998,"{'bbox': [113, -43, 153, -10]}",{}
get_points_as_geojson_str,MappablePoint,1m_points_brisbane,140777312,44.555793,"{'bbox': [113, -43, 153, -10]}",{}
get_points_as_wkt_str,MappablePoint,1m_points_brisbane,41777387,23.28206,"{'bbox': [113, -43, 153, -10]}",{}
get_points_as_geojson,MappablePoint,1m_points_brisbane,999999,23.265919,"{'bbox': [137.834, -10.7, 153.513336, -28.17]}",{}
get_points_as_wkt,MappablePoint,1m_points_brisbane,999999,22.127592,"{'bbox': [137.834, -10.7, 153.513336, -28.17]}",{}
get_points_as_geojson_str,MappablePoint,1m_points_brisbane,140777312,45.618171,"{'bbox': [137.834, -10.7, 153.513336, -28.17]}",{}
get_points_as_wkt_str,MappablePoint,1m_points_brisbane,41777387,22.849522,"{'bbox': [137.834, -10.7, 153.513336, -28.17]}",{}
get_points_as_geojson,MappablePoint,1m_points_brisbane,999999,23.067404,"{'bbox': [151.766402, -28.141693, 153.831832, -26.855379]}",{}
get_points_as_wkt,MappablePoint,1m_points_brisbane,999999,22.573556,"{'bbox': [151.766402, -28.141693, 153.831832, -26.855379]}",{}
get_points_as_geojson_str,MappablePoint,1m_points_brisbane,140777312,44.551516,"{'bbox': [151.766402, -28.141693, 153.831832, -26.855379]}",{}
get_points_as_wkt_str,MappablePoint,1m_points_brisbane,41777387,23.140542,"{'bbox': [151.766402, -28.141693, 153.831832, -26.855379]}",{}
get_points_as_geojson,MappablePoint,1m_points_brisbane,999999,23.20964,"{'bbox': [152.557418, -27.738907, 153.266036, -27.271171]}",{}
