Strategy,BBOX,100_points_worldwide,100k_points_worldwide,10_points_worldwide,10k_points_worldwide,1k_points_worldwide,1m_points_worldwide
CachedGriddedAndBoundMappablePoint,"[-180, -90, 180, 90]",0.0042569999999999995,1.011223,0.003009,0.105803,0.014343,7.801102
CachedGriddedAndBoundMappablePoint,"[113, -43, 153, -10]",0.001447,0.680669,0.00132,0.005072,0.0018269999999999998,0.20563199999999998
CachedGriddedAndBoundMappablePoint,"[137.834, -10.7, 153.513336, -28.17]",0.001365,0.008232,0.001335,0.002356,0.001611,0.256813
GriddedMappablePoint,"[-180, -90, 180, 90]",0.003929,2.027261,0.0025169999999999997,0.26184599999999997,0.026979,15.88295
GriddedMappablePoint,"[113, -43, 153, -10]",0.003779,1.878572,0.001745,0.269103,0.025684,9.768069
GriddedMappablePoint,"[137.834, -10.7, 153.513336, -28.17]",0.0037619999999999997,1.841386,0.001964,0.2699,0.026047999999999998,9.81031
BoundMappablePoint,"[-180, -90, 180, 90]",0.0031379999999999997,2.3387409999999997,0.002097,0.20235999999999998,0.017159,31.223801
BoundMappablePoint,"[113, -43, 153, -10]",0.0016409999999999999,0.036642,0.0018839999999999998,0.00586,0.001994,0.44374399999999997
BoundMappablePoint,"[137.834, -10.7, 153.513336, -28.17]",0.0015869999999999999,0.008897,0.0016339999999999998,0.002291,0.001758,0.09705599999999999
MappablePoint,"[-180, -90, 180, 90]",0.002747,2.292572,0.002253,0.242255,0.016555,30.468436
MappablePoint,"[113, -43, 153, -10]",0.002621,2.055529,0.001379,0.204648,0.015759,23.543683
MappablePoint,"[137.834, -10.7, 153.513336, -28.17]",0.002604,2.058696,0.001346,0.203343,0.015985,23.327541
GriddedAndBoundMappablePoint,"[-180, -90, 180, 90]",0.0036609999999999998,0.821905,0.002593,0.071681,0.008457,8.487899
GriddedAndBoundMappablePoint,"[113, -43, 153, -10]",0.00195,0.015205,0.0018009999999999999,0.004915999999999999,0.002398,0.249195
GriddedAndBoundMappablePoint,"[137.834, -10.7, 153.513336, -28.17]",0.00208,0.006899,0.0018009999999999999,0.002905,0.00232,0.053409
