10:32:53	2201124
10:32:54	2201512
10:32:55	2201504
10:32:56	2220044
10:32:57	2225468
10:32:58	2227352
10:32:59	2229320
10:33:00	2232296
10:33:01	2235488
10:33:02	2237192
10:33:03	2237688
10:33:04	2237680
10:33:05	2238052
10:33:06	2238548
10:33:07	2239416
10:33:08	2242144
10:33:09	2246856
10:33:10	2250584
10:33:11	2253932
10:33:12	2258016
10:33:13	2263472
10:33:14	2267192
10:33:15	2271284
10:33:16	2275260
10:33:17	2278112
10:33:18	2279716
10:33:19	2278600
10:33:20	2302532
10:33:21	2322000
10:33:22	2327084
10:33:23	2312080
10:33:24	2312328
10:33:25	2312948
10:33:26	2313684
10:33:27	2314676
10:33:28	2315784
10:33:29	2316652
10:33:30	2316876
10:33:31	2315016
10:33:32	2315148
10:33:33	2315148
10:33:34	2315388
10:33:35	2315760
10:33:36	2316380
10:33:37	2317000
10:33:39	2317612
10:33:40	2318232
10:33:41	2319100
10:33:42	2321952
10:33:43	2321952
10:33:44	2319596
10:33:45	2319596
10:33:46	2318108
10:33:47	2318100
10:33:48	2318100
10:33:49	2318348
10:33:50	2318968
10:33:51	2319580
10:33:52	2320324
10:33:53	2320696
10:33:54	2321440
10:33:55	2322680
10:33:56	2323052
10:33:57	2310404
10:33:58	2310404
10:33:59	2320076
10:34:00	2320820
10:34:01	2321688
10:34:02	2322308
10:34:03	2323052
10:34:04	2323548
10:34:05	2324416
10:34:06	2327888
10:34:07	2325284
10:34:08	2325284
10:34:09	2325292
10:34:10	2325540
10:34:11	2326276
10:34:12	2326896
10:34:13	2327640
10:34:14	2328136
10:34:15	2328756
10:34:16	2331236
10:34:17	2330748
10:34:18	2330624
10:34:19	2338552
10:34:20	2343884
10:34:21	2344752
10:34:22	2345496
10:34:23	2330104
10:34:24	2330972
10:34:25	2331832
10:34:26	2333328
10:34:27	2334304
10:34:28	2334304
10:34:29	2350672
10:34:30	2370636
10:34:31	2371380
10:34:32	2372256
10:34:33	2372868
10:34:34	2373620
10:34:35	2374232
10:34:36	2375472
10:34:37	2378200
10:34:38	2376712
10:34:39	2377332
10:34:40	2391592
10:34:41	2406348
10:34:42	2407092
10:34:43	2407836
10:34:44	2408588
10:34:45	2409324
10:34:46	2409820
10:34:47	2410300
10:34:48	2417748
10:34:49	2417832
10:34:50	2423264
10:34:51	2434532
10:34:52	2452016
10:34:53	2452876
10:34:54	2453728
10:34:55	2454464
10:34:56	2455456
10:34:57	2455828
10:34:58	2456572
10:34:59	2458804
10:35:00	2457316
10:35:01	2464012
10:35:02	2477660
10:35:03	2493656
10:35:04	2494524
10:35:05	2495268
10:35:06	2496012
10:35:07	2496508
10:35:08	2497368
10:35:09	2498236
10:35:10	2500096
10:35:11	2499848
10:35:12	2499840
10:35:13	2520424
10:35:14	2534436
10:35:15	2535180
10:35:16	2536296
10:35:17	2536916
10:35:18	2536916
10:35:19	2537536
10:35:20	2537908
10:35:21	2522284
10:35:22	2523648
10:35:23	2523648
10:35:24	2541008
10:35:25	2557376
10:35:26	2558244
10:35:27	2558864
10:35:28	2559608
10:35:29	2560476
10:35:30	2561220
10:35:31	2561964
10:35:32	2563452
10:35:33	2563452
10:35:34	2563832
10:35:35	2580324
10:35:36	2592592
10:35:37	2593336
10:35:38	2594204
10:35:39	2595072
10:35:40	2595700
10:35:41	2596444
10:35:43	2599164
10:35:44	2597924
10:35:45	2599792
10:35:46	2612812
10:35:47	2613548
10:35:48	2614416
10:35:49	2615292
10:35:50	2616036
10:35:51	2616532
10:35:52	2617152
10:35:53	2617028
10:35:54	2617400
10:35:55	2617888
10:35:56	2625080
10:35:57	2625700
10:35:58	2626320
10:35:59	2626328
10:36:00	2600412
10:36:01	2600536
10:36:02	2600536
10:36:03	2600528
10:36:04	2601272
10:36:05	2601900
10:36:06	2602520
10:36:07	2603256
10:36:08	2603504
10:36:09	2604496
10:36:10	2604744
10:36:11	2604752
10:36:12	2604752
10:36:13	2605000
10:36:14	2605372
10:36:15	2605984
10:36:16	2606480
10:36:17	2607100
10:36:18	2607844
10:36:19	2608720
10:36:20	2592972
10:36:21	2592840
10:36:22	2592840
10:36:23	2593088
10:36:24	2593336
10:36:25	2593964
10:36:26	2594584
10:36:27	2595072
10:36:28	2595444
10:36:29	2596064
10:36:30	2596436
10:36:31	2596436
10:36:32	2596444
10:36:33	2596436
10:36:34	2596932
10:36:35	2597552
10:36:36	2597800
10:36:37	2598792
10:36:38	2599792
10:36:39	2600776
10:36:40	2601280
10:36:41	2601272
10:36:42	2601272
10:36:43	2601272
10:36:44	2601396
10:36:45	2602016
10:36:46	2602636
10:36:47	2603132
10:36:48	2603876
10:36:49	2604248
10:36:50	2604868
10:36:51	2604868
10:36:52	2604744
10:36:53	2604744
10:36:54	2604868
10:36:55	2604992
10:36:56	2605612
10:36:57	2606108
10:36:58	2606728
10:36:59	2607100
10:37:00	2607720
10:37:01	2608092
10:37:02	2608092
10:37:03	2608092
10:37:04	2608216
10:37:05	2608216
10:37:06	2608712
10:37:07	2609084
10:37:08	2609580
10:37:09	2610076
10:37:10	2610704
10:37:11	2611572
10:37:12	2612184
10:37:13	2612184
10:37:14	2612060
10:37:15	2612060
10:37:16	2612060
10:37:17	2612796
10:37:18	2614036
10:37:19	2614780
10:37:20	2615904
10:37:21	2601892
10:37:22	2603000
10:37:23	2603372
10:37:24	2603372
10:37:25	2603372
10:37:26	2603248
10:37:27	2603496
10:37:28	2604612
10:37:29	2604984
10:37:30	2605852
10:37:31	2606472
10:37:32	2606968
10:37:33	2608208
10:37:34	2608580
10:37:35	2608580
10:37:36	2608952
10:37:37	2619864
10:37:38	2607960
10:37:39	2607960
10:37:40	2608588
10:37:41	2609208
10:37:42	2609572
10:37:43	2610440
10:37:44	2610812
10:37:45	2611184
10:37:47	2611060
10:37:48	2611308
10:37:49	2615160
10:37:50	2610820
10:37:51	2615276
10:37:52	2611060
10:37:53	2615152
10:37:54	2611184
10:37:55	2611060
10:37:56	2611060
10:37:57	2615268
10:37:58	2610928
10:37:59	2615640
10:38:00	2611052
10:38:01	2614648
10:38:02	2611176
10:38:03	2614160
10:38:04	2611432
10:38:05	2611300
10:38:06	2611300
10:38:07	2612780
10:38:08	2615384
10:38:09	2612168
10:38:10	2615516
10:38:11	2611292
10:38:12	2615508
10:38:13	2611300
10:38:14	2615392
10:38:15	2611292
10:38:16	2611292
10:38:17	2611548
10:38:18	2615508
10:38:19	2611292
10:38:20	2598148
10:38:21	2598280
10:38:22	2598280
10:38:23	2598280
10:38:24	2598280
10:38:25	2598644
10:38:26	2599636
10:38:27	2600256
10:38:28	2600876
10:38:29	2601620
10:38:30	2586368
10:38:31	2586252
10:38:32	2586376
10:38:33	2586616
10:38:34	2587120
10:38:35	2587484
10:38:36	2588352
10:38:37	2588972
10:38:38	2589964
10:38:39	2590336
10:38:40	2590336
10:38:41	2590460
10:38:42	2590460
10:38:43	2590832
10:38:44	2591328
10:38:45	2575704
10:38:46	2575836
10:38:47	2576324
10:38:48	2576828
10:38:49	2577192
10:38:50	2577200
10:38:51	2577192
10:38:52	2577192
