Tue Sep 17 10:37:28 UTC 2013	2604612
Tue Sep 17 10:37:29 UTC 2013	2604984
Tue Sep 17 10:37:30 UTC 2013	2605852
Tue Sep 17 10:37:31 UTC 2013	2606472
Tue Sep 17 10:37:32 UTC 2013	2606968
Tue Sep 17 10:37:33 UTC 2013	2608208
Tue Sep 17 10:37:34 UTC 2013	2608580
Tue Sep 17 10:37:35 UTC 2013	2608580
Tue Sep 17 10:37:36 UTC 2013	2608952
Tue Sep 17 10:37:37 UTC 2013	2619864
Tue Sep 17 10:37:38 UTC 2013	2607960
Tue Sep 17 10:37:39 UTC 2013	2607960
Tue Sep 17 10:37:40 UTC 2013	2608588
Tue Sep 17 10:37:41 UTC 2013	2609208
Tue Sep 17 10:37:42 UTC 2013	2609572
Tue Sep 17 10:37:43 UTC 2013	2610440
Tue Sep 17 10:37:44 UTC 2013	2610812
Tue Sep 17 10:37:45 UTC 2013	2611184
Tue Sep 17 10:37:47 UTC 2013	2611060
Tue Sep 17 10:37:48 UTC 2013	2611308
Tue Sep 17 10:37:49 UTC 2013	2615160
Tue Sep 17 10:37:50 UTC 2013	2610820
Tue Sep 17 10:37:51 UTC 2013	2615276
Tue Sep 17 10:37:52 UTC 2013	2611060
Tue Sep 17 10:37:53 UTC 2013	2615152
Tue Sep 17 10:37:54 UTC 2013	2611184
Tue Sep 17 10:37:55 UTC 2013	2611060
Tue Sep 17 10:37:56 UTC 2013	2611060
Tue Sep 17 10:37:57 UTC 2013	2615268
Tue Sep 17 10:37:58 UTC 2013	2610928
Tue Sep 17 10:37:59 UTC 2013	2615640
Tue Sep 17 10:38:00 UTC 2013	2611052
Tue Sep 17 10:38:01 UTC 2013	2614648
Tue Sep 17 10:38:02 UTC 2013	2611176
Tue Sep 17 10:38:03 UTC 2013	2614160
Tue Sep 17 10:38:04 UTC 2013	2611432
Tue Sep 17 10:38:05 UTC 2013	2611300
Tue Sep 17 10:38:06 UTC 2013	2611300
Tue Sep 17 10:38:07 UTC 2013	2612780
Tue Sep 17 10:38:08 UTC 2013	2615384
Tue Sep 17 10:38:09 UTC 2013	2612168
Tue Sep 17 10:38:10 UTC 2013	2615516
Tue Sep 17 10:38:11 UTC 2013	2611292
Tue Sep 17 10:38:12 UTC 2013	2615508
Tue Sep 17 10:38:13 UTC 2013	2611300
Tue Sep 17 10:38:14 UTC 2013	2615392
Tue Sep 17 10:38:15 UTC 2013	2611292
Tue Sep 17 10:38:16 UTC 2013	2611292
Tue Sep 17 10:38:17 UTC 2013	2611548
Tue Sep 17 10:38:18 UTC 2013	2615508
Tue Sep 17 10:38:19 UTC 2013	2611292
Tue Sep 17 10:38:20 UTC 2013	2598148
Tue Sep 17 10:38:21 UTC 2013	2598280
Tue Sep 17 10:38:22 UTC 2013	2598280
Tue Sep 17 10:38:23 UTC 2013	2598280
Tue Sep 17 10:38:24 UTC 2013	2598280
Tue Sep 17 10:38:25 UTC 2013	2598644
Tue Sep 17 10:38:26 UTC 2013	2599636
Tue Sep 17 10:38:27 UTC 2013	2600256
Tue Sep 17 10:38:28 UTC 2013	2600876
Tue Sep 17 10:38:29 UTC 2013	2601620
Tue Sep 17 10:38:30 UTC 2013	2586368
Tue Sep 17 10:38:31 UTC 2013	2586252
Tue Sep 17 10:38:32 UTC 2013	2586376
Tue Sep 17 10:38:33 UTC 2013	2586616
Tue Sep 17 10:38:34 UTC 2013	2587120
Tue Sep 17 10:38:35 UTC 2013	2587484
Tue Sep 17 10:38:36 UTC 2013	2588352
Tue Sep 17 10:38:37 UTC 2013	2588972
Tue Sep 17 10:38:38 UTC 2013	2589964
Tue Sep 17 10:38:39 UTC 2013	2590336
Tue Sep 17 10:38:40 UTC 2013	2590336
Tue Sep 17 10:38:41 UTC 2013	2590460
Tue Sep 17 10:38:42 UTC 2013	2590460
Tue Sep 17 10:38:43 UTC 2013	2590832
Tue Sep 17 10:38:44 UTC 2013	2591328
Tue Sep 17 10:38:45 UTC 2013	2575704
Tue Sep 17 10:38:46 UTC 2013	2575836
Tue Sep 17 10:38:47 UTC 2013	2576324
Tue Sep 17 10:38:48 UTC 2013	2576828
Tue Sep 17 10:38:49 UTC 2013	2577192
Tue Sep 17 10:38:50 UTC 2013	2577200
Tue Sep 17 10:38:51 UTC 2013	2577192
Tue Sep 17 10:38:52 UTC 2013	2577192
Tue Sep 17 10:38:53 UTC 2013	2577812
Tue Sep 17 10:38:54 UTC 2013	2578184
Tue Sep 17 10:38:55 UTC 2013	2578804
Tue Sep 17 10:38:56 UTC 2013	2580168
Tue Sep 17 10:38:57 UTC 2013	2581036
Tue Sep 17 10:38:58 UTC 2013	2582036
Tue Sep 17 10:38:59 UTC 2013	2582896
Tue Sep 17 10:39:00 UTC 2013	2583028
Tue Sep 17 10:39:01 UTC 2013	2583020
Tue Sep 17 10:39:02 UTC 2013	2583020
Tue Sep 17 10:39:03 UTC 2013	2583020
Tue Sep 17 10:39:04 UTC 2013	2583392
Tue Sep 17 10:39:05 UTC 2013	2584136
Tue Sep 17 10:39:06 UTC 2013	2584640
Tue Sep 17 10:39:07 UTC 2013	2585012
Tue Sep 17 10:39:08 UTC 2013	2585748
Tue Sep 17 10:39:09 UTC 2013	2586368
Tue Sep 17 10:39:10 UTC 2013	2586492
Tue Sep 17 10:39:11 UTC 2013	2586492
Tue Sep 17 10:39:12 UTC 2013	2586616
Tue Sep 17 10:39:13 UTC 2013	2586616
Tue Sep 17 10:39:14 UTC 2013	2586740
Tue Sep 17 10:39:15 UTC 2013	2587360
Tue Sep 17 10:39:16 UTC 2013	2587732
Tue Sep 17 10:39:17 UTC 2013	2587856
Tue Sep 17 10:39:18 UTC 2013	2588484
Tue Sep 17 10:39:19 UTC 2013	2589228
Tue Sep 17 10:39:20 UTC 2013	2589716
Tue Sep 17 10:39:21 UTC 2013	2589840
Tue Sep 17 10:39:22 UTC 2013	2589840
Tue Sep 17 10:39:23 UTC 2013	2589840
Tue Sep 17 10:39:24 UTC 2013	2589964
Tue Sep 17 10:39:25 UTC 2013	2590212
Tue Sep 17 10:39:26 UTC 2013	2590956
Tue Sep 17 10:39:27 UTC 2013	2591328
Tue Sep 17 10:39:28 UTC 2013	2591824
Tue Sep 17 10:39:29 UTC 2013	2592568
Tue Sep 17 10:39:30 UTC 2013	2593312
Tue Sep 17 10:39:31 UTC 2013	2593808
Tue Sep 17 10:39:32 UTC 2013	2593940
Tue Sep 17 10:39:33 UTC 2013	2593940
Tue Sep 17 10:39:34 UTC 2013	2593940
Tue Sep 17 10:39:35 UTC 2013	2593940
Tue Sep 17 10:39:36 UTC 2013	2595180
Tue Sep 17 10:39:37 UTC 2013	2596164
Tue Sep 17 10:39:38 UTC 2013	2596792
Tue Sep 17 10:39:39 UTC 2013	2597536
Tue Sep 17 10:39:40 UTC 2013	2598280
Tue Sep 17 10:39:41 UTC 2013	2599272
Tue Sep 17 10:39:42 UTC 2013	2599636
Tue Sep 17 10:39:43 UTC 2013	2599636
Tue Sep 17 10:39:44 UTC 2013	2599636
Tue Sep 17 10:39:45 UTC 2013	2599636
Tue Sep 17 10:39:46 UTC 2013	2599636
Tue Sep 17 10:39:47 UTC 2013	2584260
Tue Sep 17 10:39:48 UTC 2013	2584888
Tue Sep 17 10:39:49 UTC 2013	2585632
Tue Sep 17 10:39:50 UTC 2013	2585996
Tue Sep 17 10:39:52 UTC 2013	2586616
Tue Sep 17 10:39:53 UTC 2013	2587368
Tue Sep 17 10:39:54 UTC 2013	2587732
Tue Sep 17 10:39:55 UTC 2013	2587732
Tue Sep 17 10:39:56 UTC 2013	2587732
Tue Sep 17 10:39:57 UTC 2013	2595916
Tue Sep 17 10:39:58 UTC 2013	2599760
Tue Sep 17 10:39:59 UTC 2013	2600612
Tue Sep 17 10:40:00 UTC 2013	2601480
Tue Sep 17 10:40:01 UTC 2013	2602100
Tue Sep 17 10:40:02 UTC 2013	2602720
Tue Sep 17 10:40:03 UTC 2013	2603092
Tue Sep 17 10:40:04 UTC 2013	2603836
Tue Sep 17 10:40:05 UTC 2013	2604332
Tue Sep 17 10:40:06 UTC 2013	2604456
Tue Sep 17 10:40:07 UTC 2013	2604456
Tue Sep 17 10:40:08 UTC 2013	2613632
Tue Sep 17 10:40:09 UTC 2013	2605084
Tue Sep 17 10:40:10 UTC 2013	2613888
Tue Sep 17 10:40:11 UTC 2013	2605200
Tue Sep 17 10:40:12 UTC 2013	2613756
Tue Sep 17 10:40:13 UTC 2013	2605324
Tue Sep 17 10:40:14 UTC 2013	2608052
Tue Sep 17 10:40:15 UTC 2013	2614004
Tue Sep 17 10:40:16 UTC 2013	2611772
Tue Sep 17 10:40:17 UTC 2013	2614012
Tue Sep 17 10:40:18 UTC 2013	2614004
Tue Sep 17 10:40:19 UTC 2013	2605324
Tue Sep 17 10:40:20 UTC 2013	2614004
Tue Sep 17 10:40:21 UTC 2013	2605324
Tue Sep 17 10:40:22 UTC 2013	2605200
Tue Sep 17 10:40:23 UTC 2013	2614252
Tue Sep 17 10:40:24 UTC 2013	2605324
Tue Sep 17 10:40:25 UTC 2013	2614004
Tue Sep 17 10:40:26 UTC 2013	2606564
Tue Sep 17 10:40:27 UTC 2013	2614004
Tue Sep 17 10:40:28 UTC 2013	2610408
Tue Sep 17 10:40:29 UTC 2013	2614128
Tue Sep 17 10:40:30 UTC 2013	2605448
Tue Sep 17 10:40:31 UTC 2013	2612640
Tue Sep 17 10:40:32 UTC 2013	2614128
Tue Sep 17 10:40:33 UTC 2013	2591808
Tue Sep 17 10:40:34 UTC 2013	2591816
Tue Sep 17 10:40:35 UTC 2013	2591808
Tue Sep 17 10:40:36 UTC 2013	2593428
Tue Sep 17 10:40:37 UTC 2013	2592304
Tue Sep 17 10:40:38 UTC 2013	2592436
Tue Sep 17 10:40:39 UTC 2013	2593172
Tue Sep 17 10:40:40 UTC 2013	2594412
Tue Sep 17 10:40:41 UTC 2013	2595032
Tue Sep 17 10:40:42 UTC 2013	2595784
Tue Sep 17 10:40:43 UTC 2013	2595768
Tue Sep 17 10:40:44 UTC 2013	2595776
Tue Sep 17 10:40:45 UTC 2013	2595768
Tue Sep 17 10:40:46 UTC 2013	2596140
Tue Sep 17 10:40:47 UTC 2013	2596760
Tue Sep 17 10:40:48 UTC 2013	2597264
Tue Sep 17 10:40:49 UTC 2013	2597876
Tue Sep 17 10:40:50 UTC 2013	2598628
Tue Sep 17 10:40:51 UTC 2013	2599736
Tue Sep 17 10:40:52 UTC 2013	2600108
Tue Sep 17 10:40:53 UTC 2013	2600108
Tue Sep 17 10:40:54 UTC 2013	2600108
Tue Sep 17 10:40:55 UTC 2013	2600108
Tue Sep 17 10:40:56 UTC 2013	2600488
Tue Sep 17 10:40:57 UTC 2013	2600976
Tue Sep 17 10:40:58 UTC 2013	2601728
Tue Sep 17 10:40:59 UTC 2013	2602216
Tue Sep 17 10:41:00 UTC 2013	2602844
Tue Sep 17 10:41:01 UTC 2013	2603208
Tue Sep 17 10:41:02 UTC 2013	2603712
Tue Sep 17 10:41:03 UTC 2013	2603704
Tue Sep 17 10:41:04 UTC 2013	2603836
Tue Sep 17 10:41:05 UTC 2013	2603828
Tue Sep 17 10:41:06 UTC 2013	2603952
Tue Sep 17 10:41:07 UTC 2013	2604324
Tue Sep 17 10:41:08 UTC 2013	2604944
Tue Sep 17 10:41:09 UTC 2013	2605812
Tue Sep 17 10:41:10 UTC 2013	2591436
Tue Sep 17 10:41:11 UTC 2013	2592428
Tue Sep 17 10:41:12 UTC 2013	2593420
Tue Sep 17 10:41:13 UTC 2013	2593420
Tue Sep 17 10:41:14 UTC 2013	2593536
Tue Sep 17 10:41:15 UTC 2013	2593536
Tue Sep 17 10:41:16 UTC 2013	2594164
Tue Sep 17 10:41:17 UTC 2013	2594528
Tue Sep 17 10:41:18 UTC 2013	2595280
Tue Sep 17 10:41:19 UTC 2013	2595652
Tue Sep 17 10:41:20 UTC 2013	2596148
Tue Sep 17 10:41:21 UTC 2013	2596644
Tue Sep 17 10:41:22 UTC 2013	2597256
Tue Sep 17 10:41:23 UTC 2013	2597628
Tue Sep 17 10:41:24 UTC 2013	2597752
Tue Sep 17 10:41:25 UTC 2013	2597752
Tue Sep 17 10:41:26 UTC 2013	2597752
Tue Sep 17 10:41:27 UTC 2013	2597752
Tue Sep 17 10:41:28 UTC 2013	2598248
Tue Sep 17 10:41:29 UTC 2013	2598620
Tue Sep 17 10:41:30 UTC 2013	2598992
Tue Sep 17 10:41:31 UTC 2013	2599744
Tue Sep 17 10:41:32 UTC 2013	2599984
Tue Sep 17 10:41:33 UTC 2013	2600480
Tue Sep 17 10:41:34 UTC 2013	2600852
Tue Sep 17 10:41:35 UTC 2013	2600852
Tue Sep 17 10:41:36 UTC 2013	2600984
Tue Sep 17 10:41:37 UTC 2013	2600852
Tue Sep 17 10:41:38 UTC 2013	2601224
Tue Sep 17 10:41:39 UTC 2013	2601596
Tue Sep 17 10:41:40 UTC 2013	2602464
Tue Sep 17 10:41:41 UTC 2013	2602968
Tue Sep 17 10:41:42 UTC 2013	2603456
Tue Sep 17 10:41:43 UTC 2013	2604200
Tue Sep 17 10:41:44 UTC 2013	2604696
Tue Sep 17 10:41:45 UTC 2013	2604820
Tue Sep 17 10:41:46 UTC 2013	2604820
Tue Sep 17 10:41:47 UTC 2013	2604820
Tue Sep 17 10:41:48 UTC 2013	2604820
Tue Sep 17 10:41:49 UTC 2013	2605564
Tue Sep 17 10:41:50 UTC 2013	2606432
Tue Sep 17 10:41:51 UTC 2013	2607548
Tue Sep 17 10:41:52 UTC 2013	2608300
Tue Sep 17 10:41:53 UTC 2013	2609044
Tue Sep 17 10:41:55 UTC 2013	2609664
